country,description,points,price,province,region_1,variety,winery
US,"This is a dark, huge Pinot Noir, so rich and opulently fruity that it might almost be a Grenache. It has a thick, soft mouthfeel, and is explosive in cherry jam, red licorice and mocha flavors that are utterly delicious. However, there's a certain direct appeal that lacks complexity and nuance. Drink now and over the next few years.",88,60.0,California,Carneros,Pinot Noir,Etude
France,"Balancing a ripe lime flavor with a note of rich peach and acidity, this shows the ability to age. Even though it is delicious now, it will age over several years.",93,50.0,Champagne,Champagne,Champagne Blend,Duval-Leroy
US,"Tight and acidic, with a sharpness that's a little cutting now, despite elaborate cherry pie filling, cola and red currant flavors. Could develop over the next few years, but it's a gamble.",87,52.0,California,Santa Lucia Highlands,Pinot Noir,George IV
Australia,"This is a fresh and elegant take, a good choice for those who find some Shiraz to be heavy-handed. Spice and cedar scents lead to a medium-bodied palate with raspberry and plum fruit couched in velvety tannins. The medium finish is shot through with plum notes. Drink up or keep for a year.",86,15.0,South Australia,South Australia,Shiraz,Kilikanoon
France,"A straightforward, superb value wine perfect for a roast or rack of whatever dinner with friends. Lively and balanced with beautiful red fruit flavors accented by notes of olive and licorice on the finish. With 900 cases produced, grab what you can but enjoy it soon.",86,8.0,Languedoc-Roussillon,Minervois,Red Blend,Château Cabezac
Argentina,"Generic and generally clean, with dry berry aromas and a touch of sharpness. The palate is full, stocky and solid, with black-fruit flavors and a medicinal character. Finishes dry, woody, peppery and slightly hot, with snap and power.",86,10.0,Mendoza Province,Mendoza,Malbec,Terrazas de Los Andes
US,"The winery doesn't identify what the grapes are, but it tastes like a generic red wine, full-bodied and dry, with a rather rustic mouthfeel.",84,25.0,California,Napa Valley,Red Blend,O'Brien
Italy,There's a very beautiful floral element to this Inzolia from Sicily that helps it stand apart in a crowd. You'll get fragrant tones of jasmine and honeysuckle followed by peach and pineapple. The mouthfeel is creamy and rich.,87,14.0,Sicily & Sardinia,Sicilia,Inzolia,Caruso & Minini
US,"This is the palest and lightest of Calera's ‘02 Pinots, but paradoxically it's enormously concentrated in flavor and possible the most ageworthy. It explodes with cherry cola, cherry pie filling, raspberry, blueberry, cocoa-dusted latte and cinnamon-nutmeg spice. But it has the depth and balance for the long haul. Best now through 2012.",93,58.0,California,Mt. Harlan,Pinot Noir,Calera
Italy,"Very pale straw in color, this sparkler delivers measured aromas of honeydew, pear and crushed stone. It's a direct and genuine wine that delivers the goods at an attractive price. Tasty and clean in the mouth. Imported by Zonin USA.",87,15.0,Piedmont,Piedmont,Chardonnay,Zonin
US,"Briary in taste and texture, with nettle, spicy pepper and bitter wild berryskin flavors, although there's enough cherry fruit to satisfy. An interesting wine of a place, with distinctive qualities.",87,45.0,California,Dry Creek Valley,Cabernet Sauvignon,Del Carlo Winery
US,"This could be labeled Syrah, with just 17% Mourvèdre and small amounts of co-fermented Viognier and Roussanne in the mix. High-toned and complex, it wraps dark fruit in highlights of dried herbs, black olives and clean earth. The barrel aging—22 months in one quarter new French oak—brings in Bourbon barrel scents.",88,31.0,Washington,Horse Heaven Hills,Rhône-style Red Blend,Ott & Murphy
France,"There is a hint of flinty reduction that still clings to the nose. Underneath that is shy crisp red-cherry fruit. The palate adds glimpses of lifted conifer aromas to that. There is lightness and a very fine structure, but also depth. This is very elegant and understated but all the more touching for that. The finish is totally refreshing and dry.",91,34.0,Alsace,Alsace,Pinot Noir,Domaine Barmès-Buecher
Italy,"Juicy Granny Smith apple and ripe pear take center stage, along with notes of nectarine, lemon zest and a hint of bitter almond. Fresh acidity brightens up the finish.",87,16.0,Northeastern Italy,Colli Orientali del Friuli,Pinot Grigio,Petrucco
US,"The texture is off, with hard and bitter tannins. The fruit also is quite ripe, with the black cherries veering into raisins. Oak sticks out in the form of sweet vanilla and toast. The result lacks harmony.",83,34.0,California,Santa Cruz Mountains,Merlot,Burrell School Vineyards
France,"At this stage, the wine is closed up, the fruit quite tight. But it is extremely rich, the potential from the spice, broad white fruits and intense minerality all promising good aging.",94,145.0,Burgundy,Puligny-Montrachet,Chardonnay,Domaine Leflaive
US,"Simple and strongly flavored, this is powerful in pear, vanilla and buttered toast notes. There's not much subtlety, but it will satisfy fans of this style.",84,19.0,California,Napa County,Chardonnay,Chime
US,"This full-bodied red wine is rough in tannins, but is ready to drink now with savory beef dishes. It has succulent blackberry, raisin and herb flavors.",86,24.0,California,Sonoma County,Red Blend,Gundlach Bundschu
France,"90-92. Barrel sample. Firm tannins, a wine with a solid structure, the weight packed tightly into its firm structure. Concentrated tannins are very present while still fruity.",91,24.0,Bordeaux,Médoc,Bordeaux-style Red Blend,Château Potensac
Argentina,"Tropical and blowsy on the nose. The palate is now chunky and heavy, while the flavors are mustardy and oily, with fruit notes that fall into the melon, peach and orange field. Flat and short on the finish, which indicates that it's already fading. Better to wait for the 2010.",84,11.0,Other,Cafayate,Torrontés,O. Fournier
Italy,"A little sister to the estate's more expensive Bricco Asili cru expression of Barbaresco, this tonic, clean and firm wine is redolent of black currant, cherry cola, wild raspberry, violets, tar and Spanish cedar. It's a firm, determined and polished wine.",90,45.0,Piedmont,Barbaresco,Nebbiolo,Ceretto
US,"This light rosé is scented with rosewater, melon and strawberry. Finished dry and nicely structured.",86,12.0,Washington,Columbia Valley (WA),Sangiovese,Waterbrook
Italy,"Here's an Aglianico from Campania with bright cherry flavors, almond nut nuances and lasting shadings of mineral and earth. It offers bright fruit in the mouth and a crisp but firm close.",86,24.0,Southern Italy,Campania,Aglianico,Macchialupa
Italy,"Warm tones of cured meat, wet earth and wild mushroom are balanced out by brighter notes of wild berry, cherry and cassis. This is a modern Barbera d'Alba with a rich palate, crisp acidity and long persistency (at an attractive price).",88,14.0,Piedmont,Barbera d'Alba Superiore,Barbera,Francone
US,"This wine shows very ripe flavors of blackberry and cherry jam, cassis, chocolate, licorice and smoky oak, and is balanced with a nice bite of acidity and tannin.",90,30.0,California,Shenandoah Valley (CA),Cabernet Sauvignon,Easton
Spain,"A typically reserved Navarran wine is what this is. The nose offers dry red fruit, spice and not much else. The palate is mildly citric and herbal, but there's enough cherry and leather to carry things to a medium-length   finish of dill, vanilla and spice. A nice and simple food wine.",85,13.0,Northern Spain,Navarra,Red Blend,Señorío de Sarria
US,"This is one to think about for its complex nature that changes by the moment. On the surface, it's soft and ripe, with an explosion of cherry pie, strawberry, cola and mocha flavors enriched with the vanilla and smoky caramel of new oak. Yet every sip as it warms in the glass reveals another layer. Gorgeously textured, right up there with the best.",94,60.0,California,Carneros,Pinot Noir,Saintsbury
US,"Dried cranberry and currant flavors with raisin-plum cake undertones define this light-bodied wine that's mildly tannic, tart, simple and easy to like.",86,34.0,California,Dry Creek Valley,Aglianico,Orsi Family Vineyards
US,"Has a funky aroma from the very start that never blows off, and then turns soft and simple in the mouth. With its tamped down blackberry and oak flavors, it's okay, but could come from anywhere.",83,50.0,California,Napa Valley,Cabernet Sauvignon,Cedar Knoll
US,"Brilliantly dry and acidic, an Old World-style wine whose price shouldn't mislead you. This is a serious food wine, dry and minerally, with lemon and lime flavors. The score would be higher if not for a very slight vegetal note.",89,12.0,California,California,Chenin Blanc-Viognier,Vinum
US,"Shows the balance and elegance this winery and region are known for, with modest cherry-blackberry flavors and a touch of smoky oak. Very dry, with a good grip of tannins, this is a nice restaurant wine.",86,20.0,California,Alexander Valley,Cabernet Sauvignon,Château Souverain
Italy,"This luminous wine breaks the myth that says Pinot Grigio is not a wine of depth or personality. You'll get both here in the form of peach, nectarine, honeysuckle and orange zest. The wine is creamy, plush and slightly sweet on the close. We liked this vintage better than 2006.",87,17.0,Northeastern Italy,Colli Orientali del Friuli,Pinot Grigio,Ermacora
US,"Malbec is relatively new and rare in Washington, and it is still some years before most of the vines are mature, but the potential is there. This is 100% varietal, quite light, with forward fruit suggesting cherry, plum and berry. It's balanced with good acids, but there is not yet much depth or detail.",86,38.0,Washington,Columbia Valley (WA),Malbec,Michael Florentino Cellars
Italy,"Nuhar is an innovative blend of Nero d'Avola (70%) and Pinot Nero that surpasses expectations and does justice to both grape varieties. The cherry and almond tones of the first grape are present, as are the delicate violet, raspberry and cassis aromas of the second. The finish shows bright menthol and spearmint overtones.",87,16.0,Sicily & Sardinia,Sicilia,Red Blend,Tenuta Rapitalà
US,"By calling it Fumé, instead of Sauvignon, Blanc, the winery telegraphs that the wine was aged in barrels. The wood has given a subtle, rich texture of smoky cream, while the yeast adds doughy notes to the citrus, fig and spice flavors.",87,17.0,California,Sonoma County,Fumé Blanc,Ferrari-Carano
France,"With low yields after a hail storm, the wine is concentrated and dense. It has a touch of wood aging as well as dark black fruits. The tannins are firm in a wine that will age well over the medium term. Drink from 2023.",90,25.0,Bordeaux,Médoc,Bordeaux-style Red Blend,Château Potensac
US,"Aromas of char and toast are quite up front, though they smooth out over time and give way to lemon meringue. The tropical fruit, butter and spice flavors are broad and well balanced, with a creamy feel and a lingering finish. The oak gets out front, but there are good things going on.",88,20.0,Washington,Columbia Valley (WA),Chardonnay,Cloudlift Cellars
